POS,VAL,%,ACT-VAL,CH,FREQNum,FREQValue,FRAME
14,3.7955326361387893,33.185516765457265,32,A,218,9388.4765625,218
42,3.6915321942614288,32.27620870822314,31,A,218,9388.4765625,218
413,3.08156017805892,26.943034550421498,25,A,218,9388.4765625,218
840,3.1979233484590317,27.96043377007965,26,A,218,9388.4765625,218
950,3.2816639351063746,28.69260364148976,27,A,218,9388.4765625,218
29,8.050590887713476,64.36771241783586,63,A,219,9431.54296875,219
417,7.506597366831748,60.01826540237262,59,A,219,9431.54296875,219
750,3.8764430536474546,30.9210043971699,29,A,220,9474.609375,220
934,3.7248702153627438,29.711961897581745,28,A,220,9474.609375,220
1328,3.7064530633933774,29.56505484151335,28,A,220,9474.609375,220
746,5.6802254598983435,51.35122884473277,50,A,221,9517.67578125,221
36,3.734757928926271,34.467429030667276,33,A,222,9560.7421875,222
65,4.350671060220366,40.151583812832364,39,A,222,9560.7421875,222
700,3.5902839936266258,33.134104299456816,32,A,222,9560.7421875,222
1577,3.713979425056987,34.27566784530877,33,A,222,9560.7421875,222
1454,5.804432999490258,42.0429913300839,41,A,223,9603.80859375,223
42,4.895826101152313,39.371497157928836,38,A,224,9646.875,224
4,4.758940738072239,41.16393926033942,40,A,225,9689.94140625,225
27,4.079487759800145,35.28679922703467,34,A,225,9689.94140625,225
1238,4.53621844958718,39.23743349787502,38,A,225,9689.94140625,225
1605,4.403528734337771,38.08969250263603,37,A,225,9689.94140625,225
28,6.301643200591807,55.014065572653834,54,A,226,9733.0078125,226
628,4.271981219765376,28.270029491479814,27,A,227,9776.07421875,227
778,5.097191836795027,33.730898179800434,32,A,227,9776.07421875,227
830,4.624354985480256,30.601878869162835,29,A,227,9776.07421875,227
9,5.636870621552795,50.492319120554306,49,A,228,9819.140625,228
258,5.250661875189831,47.032850813095415,46,A,228,9819.140625,228
42,3.636506757778104,35.1434275533118,34,A,229,9862.20703125,229
202,3.1468538509224953,30.411391397585607,29,A,229,9862.20703125,229
451,3.764928554340756,36.38450378508628,35,A,229,9862.20703125,229
807,3.484215096093534,33.671671459929684,32,A,229,9862.20703125,229
840,3.6184454322033694,34.96888177926784,33,A,229,9862.20703125,229
418,3.3123950657718098,30.553797345170324,29,A,230,9905.2734375,230
1455,3.279564834776137,30.25096866540256,29,A,230,9905.2734375,230
1544,2.9447796812292086,27.162883599299143,26,A,230,9905.2734375,230
27,3.8651603505936354,35.52453562858855,34,A,231,9948.33984375,231
417,4.52036065285707,41.54645564493264,40,A,231,9948.33984375,231
33,6.4518066253463395,56.69146095770873,55,A,232,9991.40625,232
329,4.0168775007162925,34.587774612230646,33,A,233,10034.47265625,233
863,4.615574795738782,39.74292487446728,38,A,233,10034.47265625,233
36,3.5152517357566566,29.81988645402413,28,A,234,10077.5390625,234
873,4.040965581927852,34.279517905357146,33,A,234,10077.5390625,234
1106,4.091999947560282,34.71244251582879,33,A,234,10077.5390625,234
1426,4.503042761860115,41.93136180886255,40,A,235,10120.60546875,235
1173,5.257859370129713,48.04253949068282,47,A,236,10163.671875,236
366,5.186582910840103,43.774880716763725,42,A,237,10206.73828125,237
530,5.67445463755155,47.8925294672039,46,A,237,10206.73828125,237
1564,4.857325342154491,40.99593915888748,39,A,237,10206.73828125,237
14,7.115824854557477,59.79670986369538,58,A,238,10249.8046875,238
479,4.526348424337764,41.32035918154315,40,A,239,10292.87109375,239
573,4.220908896249503,38.532047318279,37,A,239,10292.87109375,239
1488,5.054061005093997,46.1377685670473,45,A,239,10292.87109375,239
1587,4.78897204367601,43.71781100435568,42,A,239,10292.87109375,239
32,4.6346876346791035,35.08856373542443,34,A,240,10335.9375,240
98,4.94128378613677,42.48692071423748,41,A,241,10379.00390625,241
136,4.359184241250398,37.48182117294664,36,A,241,10379.00390625,241
192,4.2030767452696445,36.13955323374416,35,A,241,10379.00390625,241
451,4.420964502100299,38.01302989481744,37,A,241,10379.00390625,241
1259,4.328146892595791,37.21495097715499,36,A,241,10379.00390625,241
950,5.134817587333542,48.94508411892073,47,A,242,10422.0703125,242
512,4.362197477861338,42.32028207295579,41,A,243,10465.13671875,243
1262,3.6366807377273176,35.28161102540467,34,A,243,10465.13671875,243
24,5.704105752118341,50.37029666670989,49,A,244,10508.203125,244
950,6.067963160633941,53.58335168493157,52,A,244,10508.203125,244
877,10.9978788248571,100.64720178482571,99,A,245,10551.26953125,245
27,3.7502261340923475,36.201798906947666,35,A,246,10594.3359375,246
718,4.109376066358552,39.66875614111237,38,A,246,10594.3359375,246
868,3.54134688232401,34.185439253430076,33,A,246,10594.3359375,246
540,7.055650495342103,64.8106193143039,63,A,247,10637.40234375,247
24,7.3186748688738135,59.831706725715236,58,A,248,10680.46875,248
26,6.247210814574959,51.072262671627946,50,A,248,10680.46875,248
24,2.4994760781669925,22.631497089347008,21,A,249,10723.53515625,249
80,2.97898375188897,26.97319758288278,25,A,249,10723.53515625,249
736,3.011870851264062,27.270973704961243,26,A,249,10723.53515625,249
779,2.577689936852865,23.339684189298783,22,A,249,10723.53515625,249
1074,3.1098799494593035,28.15839672929432,27,A,249,10723.53515625,249
75,6.982415155740053,64.29606796032077,63,A,250,10766.6015625,250
47,5.6759700537665445,52.31296575363245,51,A,251,10809.66796875,251
141,3.205812650971767,27.881467708477146,26,A,252,10852.734375,252
207,2.6477534516126777,23.027937187399267,22,A,252,10852.734375,252
529,3.138615690184194,27.297044943865934,26,A,252,10852.734375,252
770,2.681492909731734,23.321374675632658,22,A,252,10852.734375,252
750,3.8624566731443117,37.016252051794645,36,A,253,10895.80078125,253
1173,3.6277064766375027,34.76649932226294,33,A,253,10895.80078125,253
47,4.041820423081063,37.349619684156465,36,A,254,10938.8671875,254
333,3.9656740341926664,36.64596678333424,35,A,254,10938.8671875,254
680,4.7953341796022695,44.31268317706481,43,A,254,10938.8671875,254
1178,3.957079011978305,36.56654197538135,35,A,254,10938.8671875,254
1107,5.797029719962612,35.939572408969525,34,A,255,10981.93359375,255
1112,5.763897774399798,35.734165844896836,34,A,255,10981.93359375,255
1117,5.67357098938049,35.17417112561985,34,A,255,10981.93359375,255
126,5.855419540971303,48.661894317774404,47,A,256,11025.0,256
950,6.217179966658245,51.668330915520045,50,A,256,11025.0,256
950,8.438150053347362,64.29449457076973,63,A,257,11068.06640625,257
42,3.430070649195809,26.751575133213883,25,A,258,11111.1328125,258
330,3.3210208625195783,25.901081408772935,24,A,258,11111.1328125,258
353,3.9362505039504825,34.27863775361221,33,A,259,11154.19921875,259
383,3.2491749728756734,28.295275359514843,27,A,259,11154.19921875,259
1601,3.793489821990601,33.03541359969972,32,A,259,11154.19921875,259
950,4.789677502291893,42.47553405625419,41,A,260,11197.265625,260
1088,5.970667369662616,52.948718379748385,51,A,260,11197.265625,260
27,7.896305427098561,71.17862913925097,70,A,261,11240.33203125,261
32,5.417330422045335,48.92503855483359,47,A,262,11283.3984375,262
1267,7.082149259981675,57.81485832922332,56,A,263,11326.46484375,263
36,6.033574050443464,54.18522265756415,53,A,264,11369.53125,264
950,4.724873718375266,37.14777770329932,36,A,265,11412.59765625,265
1318,3.9736358843752537,31.047916601463704,30,A,266,11455.6640625,266
1653,3.7191275589246207,29.059321397247658,28,A,266,11455.6640625,266
207,8.978588702446096,84.02967182889392,83,A,267,11498.73046875,267
950,10.041786697232382,93.98003057143106,92,A,267,11498.73046875,267
207,13.257643182488163,123.05585108035804,122,A,268,11541.796875,268
950,11.380360704422955,105.631140679214,104,A,268,11541.796875,268
207,10.247157931724576,81.59621711958734,80,A,269,11584.86328125,269
14,7.457380850558444,67.12326673049488,66,A,270,11627.9296875,270
950,6.978280515089443,63.36059449413381,62,A,271,11670.99609375,271
950,5.440111642840405,45.096675631543484,44,A,272,11714.0625,272
1455,4.435063429585936,37.958718094281004,36,A,273,11757.12890625,273
296,3.383618094597111,27.127296989995443,26,A,274,11800.1953125,274
573,2.741341198322308,21.978005424590904,20,A,274,11800.1953125,274
1383,2.841634240002403,22.782079363085987,21,A,274,11800.1953125,274
42,7.335638305070452,56.40285740524493,55,A,275,11843.26171875,275
1563,7.087119815058447,61.952303814700805,60,A,276,11886.328125,276
42,4.605846208418422,38.65410642017651,37,A,277,11929.39453125,277
1691,5.343472910866415,44.84456519030972,43,A,277,11929.39453125,277
535,7.6119004137401856,71.97889760946613,70,A,278,11972.4609375,278
550,7.82692965614009,74.01223580104379,73,A,278,11972.4609375,278
950,6.586379974287221,62.28147295917048,61,A,278,11972.4609375,278
4,6.034747308748624,52.22850480302754,51,A,279,12015.52734375,279
1516,6.995848885860461,60.546483297936845,59,A,279,12015.52734375,279
1299,5.285331040285296,44.45464878004285,43,A,280,12058.59375,280
24,6.288623636944026,60.966396024443945,59,A,281,12101.66015625,281
37,7.847498940884314,78.01767593937127,77,A,282,12144.7265625,282
26,5.647898406456445,40.32334033440177,39,A,283,12187.79296875,283
950,6.379054590359168,64.08362403526243,63,A,284,12230.859375,284
950,7.708676750453709,74.62535890021435,73,A,285,12273.92578125,285
507,7.289062742910419,67.90400221668621,66,A,286,12316.9921875,286
950,5.0920111444843315,47.98647989793923,46,A,287,12360.05859375,287
1450,5.801803502681546,54.67547482781793,53,A,287,12360.05859375,287
41,6.01796406174611,59.46245420994778,58,A,288,12403.125,288
1361,5.2658718344214215,52.03116197056274,51,A,288,12403.125,288
507,5.210325711220408,48.47515435260762,47,A,289,12446.19140625,289
950,4.609935723690803,42.889323652123295,41,A,289,12446.19140625,289
1577,5.042485704852245,46.913626212875705,45,A,289,12446.19140625,289
1201,5.889706125807077,52.88297133526867,51,A,290,12489.2578125,290
37,9.48662175562572,85.03291868606297,84,A,291,12532.32421875,291
258,5.178069481809564,41.46440902583032,40,A,292,12575.390625,292
950,10.47711531627332,99.31650717117853,98,A,293,12618.45703125,293
32,5.591986611671066,47.79585579394962,46,A,294,12661.5234375,294
35,4.903525321378785,41.91143602766318,40,A,294,12661.5234375,294
1261,5.1076983814462675,43.65654502267177,42,A,294,12661.5234375,294
950,8.043836026621394,73.66706841594912,72,A,295,12704.58984375,295
950,7.286404016251021,72.27984410353422,71,A,296,12747.65625,296
27,8.864936130380645,75.28430730206242,74,A,297,12790.72265625,297
41,3.197171846507473,60.3723610875724,59,A,298,12833.7890625,298
770,3.3364005455568506,31.245909730017246,30,A,298,12833.7890625,298
873,2.7309034581706264,25.575335386222246,24,A,298,12833.7890625,298
919,3.1046790455142137,29.07580186257953,28,A,298,12833.7890625,298
1455,3.5248353045001775,33.23155514604637,32,A,299,12876.85546875,299
41,4.2827705727157035,37.82600545224338,36,A,300,12919.921875,300
169,3.3646089275422444,32.58362964389912,31,A,301,12962.98828125,301
1327,3.999708493196767,38.73407668839545,37,A,301,12962.98828125,301
27,4.736049212654494,44.576994520611706,43,A,302,13006.0546875,302
778,4.06644592035018,38.27450462834493,37,A,302,13006.0546875,302
23,3.432588541975411,32.93743416357974,31,A,303,13049.12109375,303
30,4.092062186301842,39.26541943679208,38,A,303,13049.12109375,303
568,3.767195377693618,36.148157058963434,35,A,303,13049.12109375,303
1234,4.281286420723614,41.081122276560386,40,A,303,13049.12109375,303
93,3.210281148741549,29.6118254355335,28,A,304,13092.1875,304
319,3.7150744802602524,34.26806933486079,33,A,304,13092.1875,304
950,3.0351959065682497,27.996828683736158,26,A,304,13092.1875,304
1051,3.1799791483787256,29.332317970761096,28,A,304,13092.1875,304
1422,3.3808354798118536,31.185028792164072,30,A,304,13092.1875,304
802,4.910816411186248,43.148391649225424,42,A,305,13135.25390625,305
1262,4.931907085665708,43.33370272713767,42,A,305,13135.25390625,305
890,4.061862731807569,40.28283504912987,39,A,306,13178.3203125,306
950,6.322348333822257,65.48885122559098,64,A,307,13221.38671875,307
13,4.113463895175313,37.89151515676355,36,A,308,13264.453125,308
334,3.6377821492865827,33.509733149322265,32,A,308,13264.453125,308
1593,3.5946501505676807,33.11241915195967,32,A,308,13264.453125,308
207,3.069335236270911,24.121716000442042,23,A,309,13307.51953125,309
1653,3.7768102663822933,29.681718554768654,28,A,309,13307.51953125,309
207,8.322322718802694,85.38671932232297,84,A,310,13350.5859375,310
207,7.160883712276666,63.88210175996628,62,A,311,13393.65234375,311
1038,4.507494251686488,39.16370561265188,38,A,312,13436.71875,312
1541,6.706004708055806,66.54588685484377,65,A,313,13479.78515625,313
950,8.666575118036484,78.1950850371799,77,A,314,13522.8515625,314
1653,5.154906565813944,50.88890537893742,49,A,315,13565.91796875,315
32,6.316620872842847,61.892100729098864,60,A,316,13608.984375,316
37,2.9302546083445957,26.109570709214342,25,A,317,13652.05078125,317
347,2.5619179002491155,22.827564668704696,21,A,317,13652.05078125,317
502,2.7344623581115926,24.364994798569235,23,A,317,13652.05078125,317
755,2.5684422448443662,22.885698810378212,21,A,317,13652.05078125,317
760,2.9156883530339215,25.97978039272803,24,A,317,13652.05078125,317
1435,2.4025727872258447,21.40774521554147,20,A,317,13652.05078125,317
1450,2.5856938546014696,23.039416553375066,22,A,317,13652.05078125,317
1431,3.3252874923869804,32.4124844824613,31,A,318,13695.1171875,318
37,3.104219188499883,29.484579527321554,28,A,319,13738.18359375,319
41,3.1186253904683774,29.6214129085468,28,A,319,13738.18359375,319
498,3.0345525551559014,28.822870006666207,27,A,319,13738.18359375,319
1080,3.2534130285143448,30.901656535668593,29,A,319,13738.18359375,319
1111,2.639744852785814,25.072896698835667,24,A,319,13738.18359375,319
601,3.07640593284275,30.89306060434136,29,A,320,13781.25,320
1238,2.934258447908542,29.4656251609409,28,A,320,13781.25,320
1023,5.3821317835379645,55.68959348314012,54,A,321,13824.31640625,321
1450,5.369239153878329,55.55619182492174,54,A,321,13824.31640625,321
999,4.815478090807492,32.87627333200195,31,A,322,13867.3828125,322
28,5.422647709057923,52.98531491469684,51,A,323,13910.44921875,323
75,3.8087783814410123,41.49754579902563,40,A,324,13953.515625,324
1168,3.146795025990494,34.28507979027684,33,A,324,13953.515625,324
1072,5.585254272951291,48.70595468053505,47,A,325,13996.58203125,325
390,4.530836129570341,34.69399526586858,33,A,326,14039.6484375,326
442,4.620704817957318,48.01589414245811,47,A,327,14082.71484375,327
1577,4.041368235033289,41.99573809820535,40,A,327,14082.71484375,327
42,6.2556745404447,63.12800819992284,62,A,328,14125.78125,328
723,5.170142917613301,52.17356216147777,51,A,328,14125.78125,328
573,3.866690603820153,35.085910663796675,34,A,329,14168.84765625,329
1450,4.060909309891544,36.84822910834114,35,A,329,14168.84765625,329
1582,3.296134070311611,29.90874558533173,28,A,329,14168.84765625,329
235,3.741003262634809,38.354839054118656,37,A,330,14211.9140625,330
1653,4.283573462234422,43.91756948235877,42,A,330,14211.9140625,330
1323,4.6150626096620595,50.1355790597274,49,A,331,14254.98046875,331
1454,3.8768767481182778,42.1163215214399,41,A,331,14254.98046875,331
950,5.816789821902644,62.25171483337467,61,A,332,14298.046875,332
901,4.701469522405866,45.14018768558378,44,A,333,14341.11328125,333
1378,3.950091474504216,37.9259866908804,36,A,333,14341.11328125,333
1411,4.803264452360198,46.11755066149605,45,A,333,14341.11328125,333
37,3.222137604052021,33.96834700857798,32,A,334,14384.1796875,334
1084,3.671329116551364,38.70380372858196,37,A,334,14384.1796875,334
728,6.0746098376687225,65.00188718208209,64,A,335,14427.24609375,335
784,6.814039829267998,62.82504096446884,61,A,336,14470.3125,336
220,3.7258138040191184,38.80508714898673,37,A,337,14513.37890625,337
492,3.144965199569816,32.75543413312527,31,A,337,14513.37890625,337
1257,3.0267153991998725,31.523839091055265,30,A,337,14513.37890625,337
1488,3.0602380926871415,31.872984569242874,30,A,337,14513.37890625,337
1239,5.783222759221172,64.57195499754542,63,A,338,14556.4453125,338
27,4.289182915568086,45.645869861634964,44,A,339,14599.51171875,339
459,3.899104041040454,41.49461544023125,40,A,339,14599.51171875,339
695,3.858552975255815,41.06306735566767,40,A,339,14599.51171875,339
950,3.2383480946776526,35.142981572817625,34,A,340,14642.578125,340
1554,3.870381047323905,42.00188671793351,41,A,340,14642.578125,340
718,3.7570390734615806,36.982218597874294,35,A,341,14685.64453125,341
759,3.7473692501879547,39.96792989492205,38,A,342,14728.7109375,342
1117,4.512449997877265,48.1279727532732,47,A,342,14728.7109375,342
550,3.946457614081048,31.121369633401848,30,A,343,14771.77734375,343
1718,4.221867077986346,33.29322109232842,32,A,343,14771.77734375,343
779,4.464292349688108,45.26327821436106,44,A,344,14814.84375,344
950,5.374588907717342,58.403715785298736,57,A,345,14857.91015625,345
16,3.346397884764068,29.844871483351774,28,A,346,14900.9765625,346
873,5.883906394572314,60.88460303300429,59,A,347,14944.04296875,347
685,5.058758821360135,53.91887374752915,52,A,348,14987.109375,348
802,5.7684331777739555,61.48295090095384,60,A,348,14987.109375,348
27,5.1260105193179655,54.71994867125557,53,A,349,15030.17578125,349
1173,4.2214254419957875,45.06354066871418,44,A,349,15030.17578125,349
37,3.5340937613671493,34.410738010408274,33,A,350,15073.2421875,350
1450,4.400799694403977,42.849673932204375,41,A,350,15073.2421875,350
484,3.054596070164024,32.03894852811881,31,A,351,15116.30859375,351
900,3.033204775183993,31.814580204755444,30,A,351,15116.30859375,351
1549,2.585004048371239,27.11350690839382,26,A,351,15116.30859375,351
779,4.962349700941816,54.17772734631835,53,A,352,15159.375,352
136,3.2463380108411,35.40448650689157,34,A,353,15202.44140625,353
873,2.693504527785871,29.375297455713383,28,A,353,15202.44140625,353
207,7.75816739760492,81.56852275230939,80,A,354,15245.5078125,354
207,7.392736848949184,78.6324297036032,77,A,355,15288.57421875,355
207,8.005151669677835,89.50863081729324,88,A,356,15331.640625,356
207,16.656364038891624,178.30332670043148,177,A,357,15374.70703125,357
207,6.374009361903671,65.7415208403085,64,A,358,15417.7734375,358
329,5.894734765668344,60.79828353586487,59,A,358,15417.7734375,358
1541,6.00176835688573,61.90222779890393,60,A,358,15417.7734375,358
27,5.042924116759973,54.10380143327059,53,A,359,15460.83984375,359
1394,6.069306577583687,65.11550646179599,64,A,359,15460.83984375,359
60,3.467209763561298,30.565749279038624,29,A,360,15503.90625,360
1483,3.0455090516643857,26.8481783474796,25,A,360,15503.90625,360
1647,2.9528542485775517,26.03136492291715,25,A,360,15503.90625,360
1305,4.060586011281938,38.98368976994577,37,A,361,15546.97265625,361
296,5.8378191068113505,63.37377923147307,62,A,362,15590.0390625,362
65,4.045847829066293,38.876825047042516,37,A,363,15633.10546875,363
507,3.8565414191154943,37.05776696802441,36,A,363,15633.10546875,363
42,5.802078626384278,61.19595931744753,60,A,364,15676.171875,364
32,4.788078132632629,52.5332900752152,51,A,365,15719.23828125,365
873,5.399332485046315,59.23978092928785,58,A,365,15719.23828125,365
1620,4.378619497974281,48.040838483477785,47,A,365,15719.23828125,365
47,4.992866025278127,53.740088196694444,52,A,366,15762.3046875,366
24,4.984775658879688,55.017725207870924,54,A,367,15805.37109375,367
606,4.750601193867748,53.37301523704534,52,A,368,15848.4375,368
164,2.540239808825385,26.08395562904549,25,A,369,15891.50390625,369
168,2.568709319074655,26.376289226662003,25,A,369,15891.50390625,369
240,2.696086143318924,27.684233232662198,26,A,369,15891.50390625,369
1272,2.846462882773171,29.228347369421137,28,A,369,15891.50390625,369
19,5.531501057242195,53.29539273013528,52,A,370,15934.5703125,370
65,4.475084913312271,43.11694158377129,42,A,370,15934.5703125,370
950,5.8232568407687495,61.50616772122521,60,A,371,15977.63671875,371
17,2.560973653786684,26.821967311915536,25,A,372,16020.703125,372
296,2.72201261285878,28.50858431002091,27,A,372,16020.703125,372
511,2.7966114180963757,29.289883529023893,28,A,372,16020.703125,372
690,2.8332591760326373,29.673708237242963,28,A,372,16020.703125,372
812,2.421159945343561,25.357649741887343,24,A,372,16020.703125,372
1237,2.9489939108687775,30.885838346445066,29,A,372,16020.703125,372
1404,2.463632786968491,25.802482576471014,24,A,372,16020.703125,372
43,3.7088845119349436,41.81011699608744,40,A,373,16063.76953125,373
357,3.192235715883463,35.985954356542024,34,A,373,16063.76953125,373
390,3.6690992089750356,41.36161875729738,40,A,373,16063.76953125,373
666,3.012619476628469,33.96114717975273,32,A,373,16063.76953125,373
530,4.161557289658623,46.47480394794385,45,A,374,16106.8359375,374
1201,4.206157921027852,46.97288806755704,45,A,374,16106.8359375,374
131,4.160690280221344,41.85900385169566,40,A,375,16149.90234375,375
746,4.900577160283987,49.302703256476555,48,A,375,16149.90234375,375
950,5.007759416289732,50.052038112061666,49,A,376,16192.96875,376
689,3.5321942222346987,33.66000782079567,32,A,377,16236.03515625,377
28,8.333651477564258,77.74692261795131,76,A,378,16279.1015625,378
718,3.1436254022929244,32.81373024870355,31,A,379,16322.16796875,379
915,3.6795707905542656,38.40802509872513,37,A,379,16322.16796875,379
924,3.415344738783869,35.649985803982894,34,A,379,16322.16796875,379
1501,3.606595378742469,37.64629455785542,36,A,379,16322.16796875,379
98,4.618765507569522,45.97255427164525,44,A,380,16365.234375,380
844,3.852425666149358,38.34484511592509,37,A,380,16365.234375,380
36,7.417895480050344,78.11540189682512,77,A,381,16408.30078125,381
28,4.592116533999919,48.99693302507514,47,A,382,16451.3671875,382
31,4.8040026110076575,51.25771361442379,50,A,382,16451.3671875,382
141,4.1904526096853125,44.711262081727085,43,A,382,16451.3671875,382
779,4.621945984640517,45.375929967675475,44,A,383,16494.43359375,383
36,3.9841839594322668,47.20014877050671,46,A,384,16537.5,384
1234,3.860520661513135,42.97688990894092,41,A,384,16537.5,384
1625,3.2559505016782637,36.24656841099297,35,A,384,16537.5,384
357,5.795938115677298,64.57744525209883,63,A,385,16580.56640625,385
37,9.297487489599497,95.48479446557046,94,A,386,16623.6328125,386
1455,4.666980535883173,53.322152973642055,52,A,387,16666.69921875,387
28,6.320064710787104,71.51724402279676,70,A,388,16709.765625,388
950,5.748386069109346,65.0481835320542,64,A,388,16709.765625,388
28,5.732747913998361,62.984962289405765,61,A,389,16752.83203125,389
297,4.46776625158879,45.6231272695691,44,A,390,16795.8984375,390
207,3.70376944598722,40.94819400055725,39,A,391,16838.96484375,391
422,4.162915481087648,46.02442814365403,45,A,391,16838.96484375,391
1332,3.9708727165762685,43.90123864919584,42,A,391,16838.96484375,391
1541,4.031640610887111,44.57307731559601,43,A,391,16838.96484375,391
1620,6.452237859172284,67.15925906298078,66,A,392,16882.03125,392
408,4.1338973837451345,44.06538594017137,43,A,393,16925.09765625,393
27,6.609053557912466,63.22488160935339,62,A,394,16968.1640625,394
208,4.083973384329047,36.1721676484149,35,A,395,17011.23046875,395
469,4.013793759791129,35.55057957587034,34,A,395,17011.23046875,395
793,3.6364726229212305,32.20860788905172,31,A,395,17011.23046875,395
346,2.7142427222575147,28.131638649790393,27,A,396,17054.296875,396
929,2.644666931263739,27.410523697557114,26,A,396,17054.296875,396
985,2.719300325046328,28.184057931574714,27,A,396,17054.296875,396
990,3.1895788096401514,33.05823675312127,32,A,396,17054.296875,396
1192,2.6677743520031854,30.941089450318604,29,A,396,17054.296875,396
32,6.439052159024271,65.31417051909591,64,A,397,17097.36328125,397
208,5.616748315616682,56.973176826171745,55,A,397,17097.36328125,397
1541,4.990601823107312,49.79126158805502,48,A,398,17140.4296875,398
1541,4.074770633403411,45.09184006879208,44,A,399,17183.49609375,399
207,6.388207761893545,65.6991365239126,64,A,400,17226.5625,400
1541,9.544515867944217,107.02642178765672,106,A,401,17269.62890625,401
47,3.4219334694758476,38.42661194169031,37,A,402,17312.6953125,402
103,3.085559116340262,34.64929515561669,33,A,402,17312.6953125,402
137,3.318623709390012,37.26649468750664,36,A,402,17312.6953125,402
207,3.113710751909485,34.965424029889675,33,A,402,17312.6953125,402
1103,2.960509983271745,33.245055548700925,32,A,402,17312.6953125,402
1541,3.2994828860701944,37.051552755842565,36,A,402,17312.6953125,402
131,5.854091373445559,56.99161098833252,55,A,403,17355.76171875,403
1243,2.8419745572631907,29.587330977580688,28,A,404,17398.828125,404
1412,3.264797829993162,33.98927471888315,32,A,404,17398.828125,404
1144,3.09968664938806,34.89238362683601,33,A,405,17441.89453125,405
1191,2.9714932311303137,33.449342947492575,32,A,405,17441.89453125,405
939,5.823957537209974,65.08109268844312,64,A,406,17484.9609375,406
1361,2.977596581178611,32.84462653075161,31,A,407,17528.02734375,407
290,3.8765407889505035,40.71273255321118,39,A,408,17571.09375,408
1346,4.654236595938238,48.8803549571579,47,A,408,17571.09375,408
207,3.440225398325653,37.55419248747125,36,A,409,17614.16015625,409
37,4.350889651487508,48.58995201043208,47,A,410,17657.2265625,410
42,4.121397922688537,46.027029715834075,45,A,410,17657.2265625,410
973,3.523139382650598,39.34578609009968,38,A,410,17657.2265625,410
42,4.942143000649084,49.51095561886681,48,A,411,17700.29296875,411
168,4.131111496979935,41.385948961149246,40,A,411,17700.29296875,411
584,4.568197012177491,45.76472180154531,44,A,411,17700.29296875,411
634,4.120973223995582,41.28438257917399,40,A,411,17700.29296875,411
769,5.184802058630133,41.92807858531508,40,A,412,17743.359375,412
36,4.233003886652817,45.58234506589278,44,A,413,17786.42578125,413
41,4.365809102546423,47.01243427429168,46,A,413,17786.42578125,413
146,3.973657474603968,42.7896196250098,41,A,413,17786.42578125,413
352,5.197969671585408,55.144972993121996,54,A,414,17829.4921875,414
1585,5.476219021109657,48.05564573148767,47,A,415,17872.55859375,415
24,3.9796368647118,45.28481697027084,44,A,416,17915.625,416
651,3.832119311883668,43.6061951244035,42,A,416,17915.625,416
1388,4.047206176511821,46.05369715248131,45,A,416,17915.625,416
211,3.3478687832489182,75.85313252106553,74,A,417,17958.69140625,417
967,3.95216631667169,41.1076311588252,40,A,417,17958.69140625,417
36,5.738186025113096,56.10371204019483,55,A,418,18001.7578125,418
37,6.8616867928767995,70.75550919646929,69,A,419,18044.82421875,419
23,5.174895482838336,54.698663140358875,53,A,420,18087.890625,420
9,3.6327378110678747,40.988262082899396,39,A,421,18130.95703125,421
235,3.2793662540733877,37.00116289104373,36,A,421,18130.95703125,421
23,4.22790250135278,46.4933280586355,45,A,422,18174.0234375,422
562,5.402539936348452,61.788470313190714,60,A,423,18217.08984375,423
723,4.476344274580132,51.19563549371169,50,A,423,18217.08984375,423
1272,2.9647459168733814,32.54066161789228,31,A,424,18260.15625,424
1605,3.0689318487194175,33.68419271586982,32,A,424,18260.15625,424
210,4.584243891371859,47.99877813332242,46,A,425,18303.22265625,425
32,5.757888206526397,64.02648207151199,63,A,426,18346.2890625,426
26,6.788887058944642,82.8345747802952,81,A,427,18389.35546875,427
27,8.629450583373842,94.14327041058705,93,A,428,18432.421875,428
1355,5.0429343515192215,42.80616413912215,41,A,429,18475.48828125,429
1125,2.502243429192365,30.43771048013997,29,A,430,18518.5546875,430
769,2.652960622035353,28.83612234889127,27,A,431,18561.62109375,431
1593,3.148294135294236,34.22010644319003,33,A,431,18561.62109375,431
1686,2.625256524936562,28.534995100009077,27,A,431,18561.62109375,431
26,3.361411395255997,28.2752211107061,27,A,432,18604.6875,432
713,3.409114152724994,28.67648291904348,27,A,432,18604.6875,432
1333,3.2382741303269764,27.239426028393517,26,A,432,18604.6875,432
1671,3.5837917162065267,30.145820096126375,29,A,432,18604.6875,432
558,3.5573469953756103,38.496639812871635,37,A,433,18647.75390625,433
950,2.9306882153989022,31.71510925942905,30,A,433,18647.75390625,433
1234,5.938270227035126,68.4965892573213,67,A,434,18690.8203125,434
779,4.33082402477595,48.218699557303125,47,A,435,18733.88671875,435
1653,4.803656445248489,53.483139833168934,52,A,435,18733.88671875,435
37,4.46355519602305,47.691873320642166,46,A,436,18776.953125,436
400,2.3396914546956324,28.08384524631477,27,A,437,18820.01953125,437
1426,4.855485237475984,56.25029162152698,55,A,438,18863.0859375,438
27,7.760235222710222,79.35438536511946,78,A,439,18906.15234375,439
33,3.5932312551724728,39.404727072097764,38,A,440,18949.21875,440
208,3.702065750723026,40.59824713486176,39,A,440,18949.21875,440
